artist,song,popularity,danceability,tempo,genre
Chase & Status,Blind Faith,60,0.45,140.042,Dance/Electronic
Chip,Champion (feat. Chris Brown),48,0.415,190.151,"hip hop, Dance/Electronic"
Selena Gomez & The Scene,Who Says,76,0.682,101.019,"pop, Dance/Electronic"
Rizzle Kicks,Down With The Trumpets,59,0.753,115.057,hip hop
Lady Gaga,Born This Way,72,0.587,123.907,pop
Nicki Minaj,Super Bass,0,0.72,126.991,"hip hop, pop"
Mac Miller,Donald Trump,61,0.636,162.994,hip hop
Calvin Harris,Bounce (feat. Kelis) - Radio Edit,62,0.779,127.941,"hip hop, pop, Dance/Electronic"
David Guetta,Without You (feat. Usher),70,0.608,127.884,"hip hop, pop, Dance/Electronic"
Foster The People,Pumped Up Kicks,82,0.733,127.975,"rock, pop"
Drake,Headlines,74,0.636,151.894,"hip hop, pop, R&B"
Jessie J,Price Tag,73,0.636,175.015,"hip hop, pop"
Jason Aldean,Dirt Road Anthem,53,0.678,127.037,country
Wiz Khalifa,Roll Up,63,0.523,125.358,"hip hop, pop"
OneRepublic,Good Life,72,0.634,94.988,pop
Bad Meets Evil,Lighters,68,0.676,90.268,"hip hop, pop"
Bruno Mars,The Lazy Song,75,0.794,174.915,pop
Lupe Fiasco,The Show Goes On,70,0.591,143.067,"hip hop, pop"
James Morrison,I Won't Let You Go,64,0.537,105.955,"pop, R&B"
Jason Derulo,It Girl,70,0.668,91.993,"hip hop, pop"
Adele,Someone Like You,4,0.554,135.047,"pop, R&B"
Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,65,0.683,106.254,rock
Keri Hilson,Pretty Girl Rock,67,0.666,160.014,"pop, R&B"
P!nk,F**kin' Perfect,60,0.563,91.964,pop
Blake Shelton,Honey Bee,50,0.481,205.57,country
Lady Gaga,The Edge Of Glory,67,0.583,127.952,pop
Lady A,Just A Kiss,63,0.593,142.881,"pop, country"
Hot Chelle Rae,Tonight Tonight,73,0.686,99.978,"hip hop, pop, rock"
Grouplove,Tongue Tied,79,0.56,112.96,"pop, rock, Folk/Acoustic"
Coldplay,Every Teardrop Is a Waterfall,69,0.425,117.98,"rock, pop"
Beyoncé,Best Thing I Never Had,69,0.545,99.099,"pop, R&B"
P!nk,Raise Your Glass,76,0.7,122.019,pop
Christina Perri,Jar of Hearts,72,0.349,74.541,pop
Bruno Mars,Marry You,75,0.621,144.905,pop
The Band Perry,If I Die Young,64,0.606,130.739,country
Lil Wayne,How To Love,0,0.644,153.992,"hip hop, pop"
Charlene Soraia,Wherever You Will Go,60,0.597,111.202,pop
Christina Perri,A Thousand Years,70,0.421,139.028,pop
Rihanna,We Found Love,75,0.735,127.985,"hip hop, pop, R&B"
Carly Rae Jepsen,Call Me Maybe,78,0.783,120.021,"pop, Dance/Electronic"
fun.,We Are Young (feat. Janelle Monáe),76,0.378,184.086,"rock, pop"
Sean Paul,She Doesn't Mind,70,0.718,120.015,"hip hop, pop"
Pitbull,International Love (feat. Chris Brown),74,0.67,120.05,"hip hop, pop, latin"
DEV,In The Dark,52,0.736,124.954,"pop, Dance/Electronic"
Adele,Skyfall,74,0.346,75.881,"pop, R&B"
David Guetta,Turn Me On (feat. Nicki Minaj),65,0.704,127.96,"hip hop, pop, Dance/Electronic"
Rihanna,Where Have You Been,71,0.719,127.963,"hip hop, pop, R&B"
JAY-Z,Ni**as In Paris,82,0.789,140.022,hip hop
Maroon 5,One More Night,74,0.716,92.997,pop
Skrillex,Bangarang (feat. Sirah),70,0.716,110.026,"hip hop, pop, Dance/Electronic"
The Wanted,Chasing The Sun,69,0.637,128.108,"pop, Dance/Electronic"
Flo Rida,Whistle,77,0.747,103.976,"hip hop, pop"
will.i.am,This Is Love,62,0.535,128.954,"hip hop, pop"
David Guetta,She Wolf (Falling to Pieces) [feat. Sia],66,0.492,129.973,"hip hop, pop, Dance/Electronic"
Nicki Minaj,Pound The Alarm,64,0.728,125.055,"hip hop, pop"
Kendrick Lamar,Swimming Pools (Drank) - Extended Version,63,0.716,74.132,hip hop
MARINA,Primadonna,78,0.66,127.98,"pop, Dance/Electronic"
Kanye West,Mercy,73,0.563,139.993,hip hop
DJ Fresh,Hot Right Now (feat. RITA ORA) - Radio Edit,58,0.524,175.017,"pop, Dance/Electronic"
LMFAO,Sexy And I Know It,67,0.707,130.021,"hip hop, pop, Dance/Electronic"
PSY,Gangnam Style (강남스타일),72,0.727,132.067,pop
Kesha,Die Young,78,0.711,128.001,"pop, Dance/Electronic"
Usher,Scream,66,0.616,127.992,"hip hop, pop, R&B"
Olly Murs,Troublemaker (feat. Flo Rida),0,0.762,106.008,"pop, Dance/Electronic"
Linkin Park,BURN IT DOWN,73,0.585,110.006,"rock, metal"
Bruno Mars,Locked out of Heaven,85,0.726,143.994,pop
Avicii,Levels - Radio Edit,77,0.584,126.04,"pop, Dance/Electronic"
Flo Rida,Good Feeling,76,0.706,128.011,"hip hop, pop"
Rihanna,Diamonds,75,0.564,91.972,"hip hop, pop, R&B"
Wiz Khalifa,"Work Hard, Play Hard",62,0.787,140.008,"hip hop, pop"
Katy Perry,Part Of Me,73,0.678,130.028,pop
Nicki Minaj,Starships,75,0.747,125.008,"hip hop, pop"
Kendrick Lamar,m.A.A.d city,67,0.487,91.048,hip hop
Asaf Avidan & the Mojos,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],0,0.821,119.012,pop
Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,68,0.578,126.092,"rock, pop, Dance/Electronic"
Azealia Banks,212,0,0.847,126.017,"hip hop, pop, R&B"
Maroon 5,Payphone,82,0.743,110.015,pop
James Arthur,Impossible,75,0.376,169.533,pop
Michel Teló,Ai Se Eu Te Pego - Live,0,0.676,96.055,"country, latin"
Otto Knows,Million Voices - Radio Edit,0,0.582,125.946,"pop, Dance/Electronic"
Icona Pop,I Love It,51,0.71,125.953,"pop, Dance/Electronic"
Tyga,Rack City,61,0.929,98.986,"hip hop, pop"
Calvin Harris,Feel So Close - Radio Edit,79,0.707,127.937,"hip hop, pop, Dance/Electronic"
Jennifer Lopez,Dance Again,0,0.797,127.974,"hip hop, pop, R&B"
Grimes,Oblivion,0,0.697,155.974,"pop, rock, Dance/Electronic"
Adele,Rumour Has It,0,0.612,120.052,"pop, R&B"
Coldplay,Paradise,82,0.449,139.631,"rock, pop"
Chris Brown,Turn Up the Music,64,0.594,129.925,"hip hop, pop, R&B"
Frank Ocean,Lost,64,0.913,123.061,"hip hop, pop, R&B"
Calvin Harris,Let's Go (feat. Ne-Yo),66,0.71,128.016,"hip hop, pop, Dance/Electronic"
The Script,Hall of Fame (feat. will.i.am),78,0.421,84.786,"pop, rock"
Swedish House Mafia,Don't You Worry Child - Radio Edit,76,0.612,129.042,"pop, Dance/Electronic"
MARINA,How to Be a Heartbreaker,50,0.69,140.05,"pop, Dance/Electronic"
Justin Bieber,Boyfriend,63,0.717,96.979,pop
David Guetta,Titanium (feat. Sia),79,0.604,126.062,"hip hop, pop, Dance/Electronic"
Jessie J,Domino,74,0.758,126.986,"hip hop, pop"
Taylor Swift,I Knew You Were Trouble.,59,0.622,77.019,pop
ScHoolboy Q,Hands on the Wheel (feat. Asap Rocky),61,0.646,127.839,"hip hop, pop"
P!nk,Try,76,0.674,103.998,pop
Robbie Williams,Candy,68,0.715,116.043,"pop, rock"
Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",77,0.715,95.078,"hip hop, pop"
Justin Bieber,As Long As You Love Me,67,0.571,139.691,pop
Rita Ora,R.I.P. (feat. Tinie Tempah),46,0.603,72.022,"hip hop, pop, Dance/Electronic"
Alex Clare,Too Close,60,0.588,126.027,rock
Tyga,Faded,58,0.831,95.073,"hip hop, pop"
Alesso,Years - ラジオ・エディット,0,0.37,128.008,"pop, Dance/Electronic"
Guy Sebastian,Battle Scars (feat. Lupe Fiasco),0,0.61,83.993,pop
Katy Perry,The One That Got Away,72,0.687,133.962,pop
Avicii,Silhouettes - Original Radio Edit,53,0.605,128.074,"pop, Dance/Electronic"
Gotye,Somebody That I Used To Know,57,0.863,129.054,set()
Flo Rida,Wild Ones (feat. Sia),77,0.608,127.075,"hip hop, pop"
One Direction,What Makes You Beautiful,82,0.726,124.99,pop
Lana Del Rey,Born To Die,53,0.18,75.223,pop
Kesha,C'Mon,0,0.558,126.025,"pop, Dance/Electronic"
Owl City,Good Time,77,0.56,126.05,"rock, pop"
Calvin Harris,We'll Be Coming Back (feat. Example),62,0.596,127.945,"hip hop, pop, Dance/Electronic"
Emeli Sandé,"Read All About It, Pt. III",65,0.63,98.082,"pop, R&B"
Ellie Goulding,Lights - Single Version,63,0.682,120.008,"pop, rock, Dance/Electronic"
Train,Drive By,77,0.765,122.028,pop
Disclosure,Latch,74,0.503,121.985,"pop, Dance/Electronic"
Coldplay,Princess of China,66,0.42,85.014,"rock, pop"
One Direction,Live While We're Young,0,0.658,126.015,pop
Gym Class Heroes,Ass Back Home (feat. Neon Hitch),61,0.716,130.034,"hip hop, pop"
Carrie Underwood,Blown Away,63,0.531,136.991,"pop, country"
alt-J,Breezeblocks,71,0.616,150.071,rock
Chris Brown,Don't Wake Me Up,62,0.602,127.967,"hip hop, pop, R&B"
Kelly Clarkson,Stronger (What Doesn't Kill You),74,0.562,116.044,"pop, R&B"
Drake,The Motto,74,0.766,201.8,"hip hop, pop, R&B"
Katy Perry,Wide Awake,65,0.514,159.814,pop
Rita Ora,How We Do (Party),48,0.738,116.024,"hip hop, pop, Dance/Electronic"
Rudimental,Feel the Love (feat. John Newman),64,0.389,179.911,"pop, Dance/Electronic"
Lana Del Rey,Ride,66,0.373,93.763,pop
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),69,0.658,124.91,"pop, R&B"
Demi Lovato,Give Your Heart a Break,71,0.651,123.008,pop
Drake,Take Care,75,0.629,121.845,"hip hop, pop, R&B"
Little Mix,Wings,0,0.738,114.962,pop
Bruno Mars,It Will Rain,74,0.576,150.017,pop
Cher Lloyd,Want U Back,67,0.696,97.954,"pop, Dance/Electronic"
Lorde,Royals,77,0.674,84.878,"pop, Dance/Electronic"
Robin Thicke,Blurred Lines,55,0.861,120,"pop, R&B"
Imagine Dragons,Radioactive,77,0.448,136.245,rock
Avicii,Wake Me Up,6,0.532,124.08,"pop, Dance/Electronic"
Bruno Mars,Locked out of Heaven,85,0.726,143.994,pop
Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),1,0.781,94.992,"hip hop, pop"
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,83,0.794,116.047,"hip hop, Dance/Electronic"
will.i.am,Scream & Shout,78,0.772,130.033,"hip hop, pop"
Stromae,Papaoutai,0,0.733,116.019,pop
Bingo Players,Get Up (Rattle) - Vocal Edit,1,0.801,127.99,"pop, Dance/Electronic"
Naughty Boy,La La La,58,0.754,124.988,Dance/Electronic
Tom Odell,Another Love,88,0.445,122.769,pop
2 Chainz,We Own It (Fast & Furious),69,0.563,171.999,"hip hop, pop"
David Guetta,Play Hard (feat. Ne-Yo & Akon),69,0.691,130.072,"hip hop, pop, Dance/Electronic"
Pitbull,Feel This Moment (feat. Christina Aguilera),77,0.673,135.956,"hip hop, pop, latin"
will.i.am,#thatPOWER,68,0.797,127.999,"hip hop, pop"
Lil Wayne,Love Me,68,0.669,124.906,"hip hop, pop"
Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),81,0.641,146.078,"hip hop, pop"
Martin Garrix,Animals - Radio Edit,0,0.593,128.015,"pop, Dance/Electronic"
Jason Derulo,Talk Dirty (feat. 2 Chainz),56,0.76,100.315,"hip hop, pop"
John Newman,Love Me Again,74,0.495,126.03,set()
Britney Spears,Work B**ch,0,0.63,128.012,pop
The Neighbourhood,Sweater Weather,89,0.612,124.053,"rock, pop"
Sebastian Ingrosso,Reload - Radio Edit,68,0.485,128.045,"pop, Dance/Electronic"
Capital Cities,Safe And Sound,0,0.652,117.952,pop
Demi Lovato,Heart Attack,79,0.504,173.968,pop
Arctic Monkeys,Why'd You Only Call Me When You're High?,84,0.691,92.004,rock
Justin Bieber,Beauty And A Beat,73,0.602,128.003,pop
Eminem,The Monster,75,0.781,110.049,hip hop
Pitbull,Don't Stop the Party (feat. TJR),64,0.722,127.008,"hip hop, pop, latin"
Selena Gomez,Come & Get It,69,0.546,79.979,pop
P!nk,True Love (feat. Lily Allen),71,0.457,192.205,pop
Disclosure,White Noise,54,0.665,119.978,"pop, Dance/Electronic"
Flo Rida,I Cry,60,0.693,126.035,"hip hop, pop"
Kanye West,Black Skinhead,0,0.578,130.089,hip hop
Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,72,0.572,126.052,pop
Eminem,Berzerk,66,0.739,95.084,hip hop
Icona Pop,I Love It (feat. Charli XCX),68,0.711,125.916,"pop, Dance/Electronic"
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),71,0.558,151.99,rock
Lorde,Team,0,0.691,100.05,"pop, Dance/Electronic"
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,68,0.509,127.946,"pop, Dance/Electronic"
Imagine Dragons,Demons,81,0.505,89.938,rock
One Direction,One Way or Another (Teenage Kicks),66,0.489,162.131,pop
Taylor Swift,I Knew You Were Trouble.,76,0.622,77.019,pop
Arctic Monkeys,Do I Wanna Know?,84,0.548,85.03,rock
Rudimental,Waiting All Night (feat. Ella Eyre),66,0.544,174.983,"pop, Dance/Electronic"
Klangkarussell,Sonnentanz - Sun Don't Shine,68,0.579,119.74,"pop, Dance/Electronic"
Calvin Harris,Drinking from the Bottle (feat. Tinie Tempah),61,0.665,128.062,"hip hop, pop, Dance/Electronic"
A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",76,0.853,95.967,hip hop
P!nk,Try,76,0.674,103.998,pop
Ylvis,The Fox (What Does the Fox Say?),63,0.703,128.008,hip hop
Ellie Goulding,Burn,70,0.559,87.016,"pop, rock, Dance/Electronic"
Baauer,Harlem Shake,57,0.452,137.825,Dance/Electronic
Calvin Harris,I Need Your Love (feat. Ellie Goulding),70,0.695,124.989,"hip hop, pop, Dance/Electronic"
Katy Perry,This Is How We Do,60,0.69,96,pop
AWOLNATION,Sail,2,0.825,119.038,"pop, rock"
Duke Dumont,Need U (100%) [feat. A*M*E] - Radio Edit,27,0.681,124.047,"pop, Dance/Electronic"
Jason Derulo,The Other Side,50,0.561,127.923,"hip hop, pop"
Storm Queen,Look Right Through - MK Vocal Edit,0,0.832,119.995,Dance/Electronic
Calvin Harris,Sweet Nothing (feat. Florence Welch),71,0.573,127.934,"hip hop, pop, Dance/Electronic"
Katy Perry,Unconditionally,0,0.555,129.003,pop
Wale,Bad (feat. Rihanna) - Remix,61,0.807,114.038,"hip hop, pop, R&B"
Ciara,Body Party,64,0.577,133.973,"pop, R&B"
Drake,Started From the Bottom,65,0.794,86.307,"hip hop, pop, R&B"
Birdy,Wings,48,0.474,83.235,pop
Bastille,Of The Night,61,0.67,125.01,"pop, rock"
Olly Murs,Dear Darlin',59,0.512,124.021,"pop, Dance/Electronic"
Katy Perry,Roar,73,0.554,179.984,pop
Blake Shelton,Sure Be Cool If You Did,56,0.576,136.802,country
Calvin Harris,Thinking About You (feat. Ayah Marar),65,0.725,127.985,"hip hop, pop, Dance/Electronic"
JAY-Z,Holy Grail,62,0.676,145.082,hip hop
Bridgit Mendler,Ready or Not,72,0.715,93.043,pop
The Saturdays,What About Us,61,0.704,123.973,"pop, Dance/Electronic"
Bastille,Pompeii,74,0.679,127.435,"pop, rock"
One Direction,Best Song Ever,76,0.652,118.491,pop
Nelly,Hey Porsche,57,0.726,115.995,"hip hop, pop, R&B"
Zedd,Clarity,0,0.523,128.006,"hip hop, pop, Dance/Electronic"
Miley Cyrus,Wrecking Ball,77,0.53,119.964,pop
Chris Brown,Fine China,0,0.659,104.038,"hip hop, pop, R&B"
Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),69,0.832,100.163,"hip hop, Dance/Electronic"
Armin van Buuren,This Is What It Feels Like,66,0.551,129.885,"pop, Dance/Electronic"
Justin Timberlake,Mirrors,78,0.574,76.899,pop
Bruno Mars,Treasure,78,0.874,116.017,pop
Of Monsters and Men,Little Talks,79,0.457,102.961,"pop, rock, Folk/Acoustic"
Miley Cyrus,We Can't Stop,78,0.613,80.003,pop
J. Cole,Power Trip (feat. Miguel),0,0.667,99.991,hip hop
Paramore,Still into You,79,0.602,136.01,"pop, rock"
Christina Perri,human,59,0.439,143.808,pop
Drake,"Hold On, We're Going Home",72,0.773,99.993,"hip hop, pop, R&B"
James Blunt,Bonfire Heart,0,0.575,118.021,pop
Maroon 5,Daylight,66,0.656,120.001,pop
Childish Gambino,3005,0,0.681,82.92,hip hop
Avril Lavigne,Here's to Never Growing Up,0,0.483,164.986,pop
Taylor Swift,22,68,0.661,103.987,pop
Passenger,Let Her Go,73,0.509,75.089,pop
Ariana Grande,The Way,65,0.645,82.324,pop
Rihanna,Stay,76,0.621,111.893,"hip hop, pop, R&B"
Justin Timberlake,Suit & Tie (feat. Jay-Z),67,0.795,101.985,pop
Bruno Mars,When I Was Your Man,83,0.612,72.795,pop
Florida Georgia Line,Cruise,57,0.457,148,country
Pharrell Williams,"Happy - From ""Despicable Me 2""",79,0.647,160.019,"hip hop, pop"
Katy Perry,Dark Horse,74,0.647,131.934,pop
ScHoolboy Q,Collard Greens,0,0.826,153.972,"hip hop, pop"
Iggy Azalea,Fancy,69,0.912,94.981,"hip hop, pop"
Maroon 5,Animals,79,0.279,189.868,pop
Sam Smith,Stay With Me,80,0.418,84.094,pop
MAGIC!,Rude,80,0.773,144.033,set()
Sia,Chandelier,78,0.399,117.089,pop
John Legend,All of Me,84,0.422,119.93,"pop, R&B"
ZHU,Faded,49,0.861,124.96,Dance/Electronic
Meghan Trainor,All About That Bass,72,0.807,134.052,pop
David Guetta,Lovers on the Sun (feat. Sam Martin),50,0.645,124.915,"hip hop, pop, Dance/Electronic"
Iggy Azalea,Black Widow,67,0.743,163.99,"hip hop, pop"
Tove Lo,Habits (Stay High),74,0.733,110.003,"pop, Dance/Electronic"
Oliver Heldens,Gecko (Overdrive) - Radio Edit,67,0.609,124.959,"pop, Dance/Electronic"
DJ Snake,You Know You Like It,69,0.407,196.093,"hip hop, pop, Dance/Electronic"
Jason Derulo,Talk Dirty (feat. 2 Chainz),56,0.76,100.315,"hip hop, pop"
Maroon 5,Maps,0,0.737,120.003,pop
David Guetta,Bad (feat. Vassy) - Radio Edit,45,0.614,127.966,"hip hop, pop, Dance/Electronic"
Tinashe,2 On (feat. ScHoolboy Q),71,0.742,101.013,"hip hop, pop, R&B, Dance/Electronic"
Route 94,My Love (feat. Jess Glynne),72,0.814,119.976,"pop, Dance/Electronic"
Taylor Swift,Bad Blood,54,0.646,170.216,pop
Trey Songz,Na Na,62,0.67,96.975,"hip hop, pop, R&B"
Calvin Harris,Under Control (feat. Hurts),72,0.544,126.094,"hip hop, pop, Dance/Electronic"
O.T. Genasis,CoCo,61,0.886,119.906,"hip hop, pop"
Jason Derulo,Wiggle (feat. Snoop Dogg),66,0.697,81.946,"hip hop, pop"
Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,66,0.76,123.002,"pop, rock"
Jeremih,Don't Tell 'Em,74,0.856,98.052,"hip hop, pop, R&B"
Nicki Minaj,Anaconda,66,0.964,129.994,"hip hop, pop"
Calvin Harris,Blame (feat. John Newman),75,0.414,128.024,"hip hop, pop, Dance/Electronic"
DJ Snake,Turn Down for What,70,0.818,100.014,"hip hop, pop, Dance/Electronic"
Pitbull,Timber (feat. Ke$ha),80,0.581,129.992,"hip hop, pop, latin"
OneRepublic,Counting Stars,62,0.663,122.014,pop
Bobby Shmurda,Hot N*gga,73,0.794,167.879,"hip hop, pop"
Calvin Harris,Summer,21,0.603,127.962,"hip hop, pop, Dance/Electronic"
ScHoolboy Q,Man Of The Year,0,0.743,111.959,"hip hop, pop"
Nico & Vinz,Am I Wrong,76,0.729,119.968,"hip hop, pop"
Becky G,Shower,78,0.699,119.987,"pop, latin"
Sigma,Nobody To Love - Radio Edit,62,0.441,175.001,"pop, Dance/Electronic"
The Chainsmokers,#SELFIE - Original Mix,0,0.789,127.955,"pop, Dance/Electronic"
Lorde,Team,76,0.69,99.961,"pop, Dance/Electronic"
Rixton,Me And My Broken Heart,77,0.545,174.084,pop
Klingande,Jubel - Radio Edit,50,0.686,124.938,"pop, Dance/Electronic"
Mr. Probz,Waves - Robin Schulz Radio Edit,2,0.829,119.993,"hip hop, Dance/Electronic"
Paloma Faith,Only Love Can Hurt Like This,80,0.566,90.99,"pop, R&B, Dance/Electronic"
Kiesza,Hideaway,64,0.838,122.993,"pop, Dance/Electronic"
Ellie Goulding,Burn,70,0.559,87.016,"pop, rock, Dance/Electronic"
Ariana Grande,Break Free,0,0.687,129.956,pop
Kid Ink,Show Me (feat. Chris Brown),68,0.711,98.098,"hip hop, pop"
Tove Lo,Talking Body,66,0.736,119.999,"pop, Dance/Electronic"
Chris Brown,Loyal (feat. Lil Wayne & Tyga),72,0.841,99.059,"hip hop, pop, R&B"
OneRepublic,Love Runs Out,59,0.719,120.022,pop
Olly Murs,Up (feat. Demi Lovato),0,0.69,114.948,"pop, Dance/Electronic"
Peking Duk,High (feat. Nicole Millar),48,0.525,100.094,Dance/Electronic
Milky Chance,Stolen Dance,73,0.885,114.016,set()
Ed Sheeran,Don't,72,0.806,95.049,pop
Ariana Grande,Love Me Harder,74,0.472,98.992,pop
Enrique Iglesias,Bailando - Spanish Version,66,0.718,90.949,"pop, latin"
Avicii,Hey Brother,2,0.545,125.014,"pop, Dance/Electronic"
Jessie J,Bang Bang,77,0.706,150.028,"hip hop, pop"
Duke Dumont,I Got U,67,0.636,120.837,"pop, Dance/Electronic"
Gorgon City,Ready For Your Love,61,0.677,121.939,"pop, Dance/Electronic"
Taylor Swift,Style,61,0.588,94.933,pop
MKTO,Classic,82,0.72,102.071,"hip hop, pop"
Disclosure,Latch,74,0.503,121.985,"pop, Dance/Electronic"
Ariana Grande,Problem,73,0.66,103.008,pop
Charli XCX,Boom Clap,49,0.659,91.999,"pop, Dance/Electronic"
One Direction,Steal My Girl,79,0.536,77.217,pop
Tiësto,Red Lights,0,0.653,124.989,"pop, Dance/Electronic"
Selena Gomez,The Heart Wants What It Wants,58,0.616,83.066,pop
Rita Ora,I Will Never Let You Down,65,0.753,128.011,"hip hop, pop, Dance/Electronic"
5 Seconds of Summer,She Looks So Perfect,74,0.494,160.025,pop
The Script,Superheroes,74,0.49,166.996,"pop, rock"
Taylor Swift,Shake It Off,79,0.647,160.078,pop
One Direction,Night Changes,83,0.672,120.001,pop
Ed Sheeran,Sing,69,0.818,119.988,pop
Alesso,Heroes (we could be),52,0.521,125.876,"pop, Dance/Electronic"
Tiësto,Wasted,0,0.645,112.028,"pop, Dance/Electronic"
G.R.L.,Ugly Heart,64,0.65,124.96,pop
Coldplay,A Sky Full of Stars,80,0.545,124.97,"rock, pop"
Clean Bandit,Rather Be (feat. Jess Glynne),72,0.799,120.97,"pop, Dance/Electronic"
Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,63,0.596,127.961,"hip hop, pop, Dance/Electronic"
Sia,Elastic Heart,70,0.421,130.075,pop
One Direction,Story of My Life,81,0.6,121.07,pop
Alex & Sierra,Little Do You Know,75,0.5,145.879,pop
Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),55,0.733,97.448,"hip hop, pop, R&B"
Echosmith,Cool Kids,71,0.719,130.027,pop
Natalie La Rose,Somebody,66,0.83,104.99,set()
Vance Joy,Riptide,80,0.484,101.654,"rock, pop"
Beyoncé,Drunk in Love (feat. Jay-Z),70,0.589,140.03,"pop, R&B"
Maroon 5,Sugar,0,0.744,120.042,pop
Ella Henderson,Ghost,63,0.68,104.975,"pop, Dance/Electronic"
Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",71,0.581,152.037,pop
Chris Brown,New Flame (feat. Usher & Rick Ross),67,0.702,141.967,"hip hop, pop, R&B"
Sheppard,Geronimo,0,0.707,142.016,"pop, rock, Dance/Electronic"
Olly Murs,Wrapped Up (feat. Travie McCoy),0,0.787,121.989,"pop, Dance/Electronic"
Sam Smith,Money On My Mind,62,0.688,133.912,pop
Jason Derulo,Trumpets,53,0.627,81.897,"hip hop, pop"
Nicki Minaj,Bed Of Lies,53,0.716,86.01,"hip hop, pop"
Nick Jonas,Jealous - Remix,0,0.685,93.047,pop
Mark Ronson,Uptown Funk (feat. Bruno Mars),82,0.856,114.988,pop
Ed Sheeran,Thinking out Loud,81,0.781,78.998,pop
Wiz Khalifa,See You Again (feat. Charlie Puth),81,0.689,80.025,"hip hop, pop"
Justin Bieber,What Do You Mean?,77,0.845,125.02,pop
Major Lazer,Lean On (feat. MØ & DJ Snake),73,0.723,98.007,"hip hop, pop, Dance/Electronic"
The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",76,0.659,119.844,"pop, R&B"
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",78,0.262,189.857,"pop, rock, Dance/Electronic"
Calvin Harris,Outside (feat. Ellie Goulding),78,0.646,128.035,"hip hop, pop, Dance/Electronic"
David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",75,0.596,85.979,"hip hop, pop, Dance/Electronic"
Demi Lovato,Cool for the Summer,0,0.586,114.101,pop
Taylor Swift,Blank Space,82,0.76,95.997,pop
The Weeknd,The Hills,84,0.585,113.003,"pop, R&B"
The Neighbourhood,Daddy Issues,85,0.588,85.012,"rock, pop"
Deorro,Five More Hours,66,0.699,127.961,"pop, Dance/Electronic"
Avicii,The Nights,85,0.527,125.983,"pop, Dance/Electronic"
DJ Snake,You Know You Like It,69,0.407,196.093,"hip hop, pop, Dance/Electronic"
Adam Lambert,Ghost Town,46,0.703,119.955,pop
Rae Sremmurd,No Type,71,0.891,125.01,"hip hop, pop"
Taylor Swift,Bad Blood,70,0.654,170.16,pop
Flo Rida,GDFR (feat. Sage the Gemini & Lookas),49,0.657,145.889,"hip hop, pop"
Robin Schulz,Sugar (feat. Francesco Yates),76,0.636,123.063,"pop, Dance/Electronic"
Calvin Harris,How Deep Is Your Love,76,0.738,122.003,"hip hop, pop, Dance/Electronic"
Philip George,Wish You Were Mine - Radio Edit,65,0.654,123.002,"pop, Dance/Electronic"
Trey Songz,Na Na,62,0.67,96.975,"hip hop, pop, R&B"
Fall Out Boy,Centuries,80,0.393,176.042,rock
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),76,0.886,108.034,hip hop
Lost Frequencies,Are You With Me - Radio Edit,33,0.776,121.03,"pop, Dance/Electronic"
Twenty One Pilots,Stressed Out,83,0.734,169.977,rock
Fifth Harmony,Worth It (feat. Kid Ink),73,0.884,99.987,pop
KALEO,Way down We Go,63,0.59,81.663,"rock, classical"
Sam Smith,Like I Can,79,0.656,99.933,pop
Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,49,0.746,107.985,"hip hop, pop, Dance/Electronic"
Martin Solveig,Intoxicated - New Radio Mix,48,0.8,125.004,"pop, Dance/Electronic"
Avicii,Waiting For Love,79,0.579,127.999,"pop, Dance/Electronic"
Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),72,0.778,117.971,"hip hop, pop, Dance/Electronic"
Taylor Swift,Wildest Dreams,78,0.553,140.06,pop
The Weeknd,In The Night,0,0.48,167.939,"pop, R&B"
Pitbull,Time of Our Lives,80,0.721,124.022,"hip hop, pop, latin"
Galantis,Runaway (U & I),74,0.506,126.008,"pop, Dance/Electronic"
